college,signingBonus_diff,awareness_rating,shortRouteRunning_diff,press_diff,carrying_diff,strength_rating,catchInTraffic_rating,pursuit_rating,plyrAssetname,breakSack_diff,plyrPortrait_diff,catching_rating,spinMove_rating,acceleration_diff,breakTackle_diff,height,finesseMoves_rating,strength_diff,runBlock_rating,tackle_rating,runBlock_diff,kickPower_diff,zoneCoverage_rating,plyrBirthdate,awareness_diff,runningStyle_rating,totalSalary,trucking_rating,toughness_diff,hitPower_diff,tackle_diff,jukeMove_rating,playRecognition_rating,shortRouteRunning_rating,status,lastName,jerseyNum_diff,jerseyNum,breakSack_rating,passBlockFinesse_diff,jumping_rating,throwAccuracyDeep_diff,stamina_diff,throwAccuracyShort_diff,powerMoves_diff,throwOnTheRun_diff,zoneCoverage_diff,jukeMove_diff,speed_diff,release_rating,agility_diff,hitPower_rating,throwAccuracyMid_rating,kickAccuracy_rating,impactBlocking_diff,stamina_rating,plyrPortrait,kickPower_rating,throwUnderPressure_rating,team,signingBonus,height_diff,playAction_diff,throwUnderPressure_diff,changeOfDirection_diff,blockShedding_rating,fullNameForSearch,overall_rating,deepRouteRunning_diff,passBlockFinesse_rating,runBlockFinesse_diff,throwPower_rating,kickReturn_rating,leadBlock_rating,bCVision_rating,primaryKey_diff,mediumRouteRunning_diff,playAction_rating,totalSalary_diff,teamId_diff,leadBlock_diff,catchInTraffic_diff,mediumRouteRunning_rating,acceleration_rating,spinMove_diff,yearsPro_diff,spectacularCatch_rating,injury_rating,weight,playRecognition_diff,deepRouteRunning_rating,firstName,yearsPro,manCoverage_diff,catching_diff,throwAccuracyShort_rating,position,overall_diff,weight_diff,bCVision_diff,throwPower_diff,speed_rating,runBlockPower_rating,injury_diff,toughness_rating,throwOnTheRun_rating,jumping_diff,spectacularCatch_diff,manCoverage_rating,stiffArm_rating,throwAccuracyMid_diff,trucking_diff,passBlock_diff,powerMoves_rating,iteration,stiffArm_diff,passBlockPower_rating,impactBlocking_rating,carrying_rating,breakTackle_rating,plyrHandedness,kickReturn_diff,passBlock_rating,changeOfDirection_rating,press_rating,passBlockPower_diff,pursuit_diff,release_diff,throwAccuracyDeep_rating,age_diff,archetype,runBlockPower_diff,runBlockFinesse_rating,finesseMoves_diff,blockShedding_diff,kickAccuracy_diff,teamId,agility_rating,age,primaryKey
Air Force,0.0,59,0.0,0.0,0.0,68,73,57,GriffinGarrett_13056,0.0,0.0,72,52,0.0,0.0,76,55,0.0,60,60,0.0,0.0,40,3/4/94,0.0,Long Stride Default,1420000,72,0.0,0.0,0.0,62,31,62,published,Griffin,0.0,45,11,0.0,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0.0,68,18,19,0.0,82,9192,21,10,Saints,0,0.0,0.0,0.0,0.0,58,Garrett Griffin,62,0.0,64,0.0,26,18,56,59,0.0,0.0,22,0.0,0.0,0.0,0.0,57,85,0.0,0.0,68,87,240,0.0,52,Garrett,5,0.0,0.0,20,TE,0.0,0.0,0.0,0.0,79,57,0.0,88,20,0.0,0.0,33,69,0.0,0.0,0.0,63,week-12,0.0,66,72,67,51,Right,0.0,67,67,26,0.0,0.0,0.0,14,0.0,TE_Possession,0.0,59,0.0,0.0,0.0,27,76,27,13056
Iowa State,0.0,57,0.0,0.0,0.0,79,72,32,SoehnerDylan_21775,0.0,0.0,75,43,0.0,0.0,79,10,0.0,68,38,0.0,0.0,15,11/8/97,0.0,Default,2420000,61,0.0,0.0,0.0,47,14,52,published,Soehner,0.0,89,11,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,0.0,36,10,19,0.0,84,0,21,10,Saints,20000,0.0,0.0,0.0,0.0,33,Dylan Soehner,62,0.0,60,0.0,23,18,60,68,0.0,0.0,6,0.0,0.0,0.0,0.0,46,84,0.0,0.0,71,90,268,0.0,42,Dylan,0,0.0,0.0,15,TE,0.0,0.0,0.0,0.0,77,69,0.0,87,10,0.0,0.0,10,60,0.0,0.0,0.0,10,week-12,0.0,63,72,68,49,Right,0.0,62,67,17,0.0,0.0,0.0,6,0.0,TE_Blocking,0.0,66,0.0,0.0,0.0,27,73,23,21775
Arizona,0.0,64,0.0,0.0,0.0,65,57,79,FlanniganFowlesDemetrius_21403,0.0,0.0,67,61,0.0,0.0,74,58,0.0,30,74,0.0,0.0,64,9/4/96,0.0,Default Stride Loose,1390000,48,0.0,0.0,0.0,70,60,37,published,Flannigan-Fowles,0.0,45,15,0.0,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.0,77,6,24,0.0,88,1430,28,12,49ers,0,0.0,0.0,0.0,0.0,61,Demetrius Flannigan-Fowles,62,0.0,35,0.0,27,40,10,54,0.0,0.0,6,0.0,0.0,0.0,0.0,27,87,0.0,0.0,66,91,210,0.0,22,Demetrius,2,0.0,0.0,6,LOLB,0.0,0.0,0.0,0.0,86,35,0.0,81,6,0.0,0.0,58,51,0.0,0.0,0.0,43,week-12,0.0,35,66,55,45,Right,0.0,30,77,60,0.0,0.0,0.0,6,0.0,OLB_PassCoverage,0.0,35,0.0,0.0,0.0,15,77,24,21403
West Virginia,0.0,65,0.0,0.0,0.0,82,15,31,McKivitzColton_21115,0.0,0.0,35,10,0.0,0.0,78,18,0.0,64,34,0.0,0.0,15,8/9/96,0.0,Long Stride Awkward,400000,25,0.0,0.0,0.0,10,31,15,published,McKivitz,0.0,68,12,0.0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,30,6,25,0.0,90,453,25,10,49ers,0,0.0,0.0,0.0,0.0,33,Colton McKivitz,62,0.0,69,0.0,30,10,80,10,0.0,0.0,6,0.0,0.0,0.0,0.0,5,79,0.0,0.0,15,89,301,0.0,5,Colton,1,0.0,0.0,6,LG,0.0,0.0,0.0,0.0,61,61,0.0,88,6,0.0,0.0,12,35,0.0,0.0,0.0,26,week-12,0.0,66,81,32,6,Right,0.0,68,49,10,0.0,0.0,0.0,6,0.0,G_Agile,0.0,67,0.0,0.0,0.0,15,56,25,21115
Texas,0.0,72,0.0,0.0,0.0,46,15,25,McCoyColt_9713,0.0,0.0,47,65,0.0,0.0,73,10,0.0,17,27,0.0,0.0,22,9/5/86,0.0,Default,850000,25,0.0,0.0,0.0,66,13,15,published,McCoy,0.0,12,53,0.0,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,12,75,32,0.0,73,2047,30,76,Cardinals,140000,0.0,0.0,0.0,0.0,27,Colt McCoy,62,0.0,18,0.0,80,10,17,76,0.0,0.0,77,0.0,0.0,0.0,0.0,15,83,0.0,0.0,15,86,210,0.0,13,Colt,11,0.0,0.0,83,QB,0.0,0.0,0.0,0.0,74,17,0.0,83,76,0.0,0.0,12,36,0.0,0.0,0.0,10,week-12,0.0,13,27,65,60,Right,0.0,18,71,10,0.0,0.0,0.0,73,0.0,QB_FieldGeneral,0.0,17,0.0,0.0,0.0,7,75,34,9713
Marshall,0.0,51,0.0,0.0,0.0,80,36,81,HodgeDarius_21991,0.0,0.0,35,55,0.0,0.0,73,71,0.0,45,77,0.0,0.0,32,7/3/98,0.0,Default Stride Loose,2420000,40,0.0,0.0,0.0,56,50,15,published,Hodge,0.0,41,22,0.0,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,74,17,12,0.0,78,0,17,14,Dolphins,0,0.0,0.0,0.0,0.0,67,Darius Hodge,62,0.0,45,0.0,21,25,21,36,0.0,0.0,10,0.0,0.0,0.0,0.0,5,84,0.0,0.0,34,89,245,0.0,5,Darius,0,0.0,0.0,22,ROLB,0.0,0.0,0.0,0.0,81,45,0.0,82,15,0.0,0.0,28,46,0.0,0.0,0.0,60,week-12,0.0,45,73,48,39,Right,0.0,45,65,39,0.0,0.0,0.0,12,0.0,OLB_SpeedRusher,0.0,45,0.0,0.0,0.0,12,69,23,21991
Auburn,0.0,57,0.0,0.0,0.0,63,44,79,BatesDaren_14038,0.0,0.0,64,53,0.0,0.0,71,64,0.0,45,79,0.0,0.0,68,11/27/90,0.0,Long Stride Awkward,750000,55,0.0,0.0,0.0,45,55,15,published,Bates,0.0,53,12,0.0,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,86,6,20,0.0,91,6859,20,10,Falcons,0,0.0,0.0,0.0,0.0,57,Daren Bates,62,0.0,45,0.0,25,10,20,46,0.0,0.0,6,0.0,0.0,0.0,0.0,5,84,0.0,0.0,45,88,225,0.0,5,Daren,8,0.0,0.0,6,MLB,0.0,0.0,0.0,0.0,85,45,0.0,88,6,0.0,0.0,63,45,0.0,0.0,0.0,54,week-12,0.0,45,80,65,22,Right,0.0,45,70,64,0.0,0.0,0.0,6,0.0,MLB_PassCoverage,0.0,45,0.0,0.0,0.0,14,76,30,14038
San Jose St.,0.0,76,0.0,0.0,0.0,76,48,75,SmithKeith_2365,0.0,0.0,62,55,0.0,0.0,72,62,0.0,59,73,0.0,0.0,69,4/8/92,0.0,Default,2850000,59,0.0,0.0,0.0,64,59,53,published,Smith,0.0,40,12,0.0,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0.0,71,6,20,0.0,79,7605,20,16,Falcons,1460000,0.0,0.0,0.0,0.0,49,Keith Smith,62,0.0,35,0.0,25,10,73,55,0.0,0.0,6,0.0,0.0,0.0,0.0,43,79,0.0,0.0,41,90,240,0.0,35,Keith,7,0.0,2.0,6,FB,0.0,0.0,0.0,0.0,75,53,0.0,74,6,0.0,0.0,62,58,0.0,0.0,0.0,55,week-12,0.0,39,59,75,42,Right,0.0,63,68,73,0.0,0.0,0.0,6,0.0,FB_Utility,0.0,47,0.0,0.0,0.0,14,82,29,2365
Ohio State,0.0,60,0.0,0.0,0.0,77,75,43,FarrellLuke_21808,0.0,0.0,76,47,0.0,0.0,78,12,0.0,62,45,0.0,0.0,17,10/14/97,0.0,Long Stride High and Tight,3490000,65,0.0,0.0,0.0,55,18,60,published,Farrell,0.0,89,15,0.0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,0.0,44,10,19,0.0,83,939,24,10,Jaguars,340000,0.0,0.0,0.0,0.0,44,Luke Farrell,62,0.0,58,0.0,25,15,55,62,0.0,0.0,6,0.0,0.0,0.0,0.0,54,84,0.0,0.0,72,91,258,0.0,47,Luke,0,0.0,0.0,15,TE,0.0,0.0,0.0,0.0,78,62,0.0,88,10,0.0,0.0,12,65,0.0,0.0,0.0,17,week-12,0.0,56,67,75,53,Right,0.0,57,73,19,0.0,0.0,0.0,6,0.0,TE_Possession,0.0,59,0.0,0.0,0.0,17,79,23,21808
N.C. State,0.0,70,0.0,0.0,0.0,80,15,28,RichardsonJrWill_13174,0.0,0.0,33,10,0.0,0.0,78,10,0.0,65,24,0.0,0.0,12,1/4/96,0.0,Default Stride Awkward,2460000,25,0.0,0.0,0.0,10,22,15,published,Richardson Jr,0.0,76,12,0.0,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,23,6,17,0.0,83,9037,14,16,Jaguars,600000,0.0,0.0,0.0,0.0,20,Will Richardson Jr,62,0.0,66,0.0,16,10,79,10,0.0,0.0,6,0.0,0.0,0.0,0.0,5,77,0.0,0.0,15,81,306,0.0,5,Will,3,0.0,0.0,6,RT,0.0,0.0,0.0,0.0,65,66,0.0,83,6,0.0,0.0,16,35,0.0,0.0,0.0,15,week-12,0.0,72,78,40,5,Right,0.0,69,53,10,0.0,0.0,0.0,6,0.0,OT_Power,0.0,63,0.0,0.0,0.0,17,58,25,13174
Wayne State,0.0,58,0.0,0.0,0.0,67,39,82,PittmanAnthony_21954,0.0,0.0,48,50,0.0,0.0,75,49,0.0,45,80,0.0,0.0,56,11/24/95,0.0,Default Stride Loose,660000,40,0.0,0.0,0.0,54,62,23,published,Pittman,0.0,57,15,0.0,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,79,14,11,0.0,84,1646,16,21,Lions,0,0.0,0.0,0.0,0.0,64,Anthony Pittman,62,0.0,45,0.0,20,10,16,46,0.0,0.0,20,0.0,0.0,0.0,0.0,15,85,0.0,0.0,45,89,240,0.0,13,Anthony,1,0.0,0.0,19,MLB,0.0,0.0,0.0,0.0,81,45,0.0,79,15,0.0,0.0,46,48,0.0,0.0,0.0,55,week-12,0.0,45,75,51,46,Right,0.0,48,72,49,0.0,0.0,0.0,12,0.0,MLB_RunStopper,0.0,45,0.0,0.0,0.0,19,78,25,21954
Indiana St.,0.0,54,0.0,0.0,0.0,70,74,36,DafneyDominique_21444,0.0,0.0,74,62,0.0,0.0,74,15,0.0,62,39,0.0,0.0,15,6/3/97,0.0,Long Stride Default,1390000,67,0.0,0.0,0.0,71,22,61,published,Dafney,0.0,49,12,0.0,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,0.0,36,6,14,0.0,79,0,15,14,Packers,0,0.0,0.0,0.0,0.0,31,Dominique Dafney,62,0.0,53,0.0,33,36,54,71,0.0,0.0,6,0.0,0.0,0.0,0.0,56,89,0.0,0.0,72,89,235,0.0,51,Dominique,1,0.0,0.0,6,TE,0.0,0.0,0.0,0.0,84,57,0.0,85,6,0.0,0.0,12,69,0.0,0.0,0.0,15,week-12,0.0,57,59,74,63,Right,0.0,58,78,10,0.0,0.0,0.0,6,0.0,TE_VerticalThreat,0.0,61,0.0,0.0,0.0,20,85,24,21444
Boston College,0.0,62,0.0,0.0,0.0,73,41,84,McDuffieIsaiah_21903,0.0,0.0,60,60,0.0,0.0,73,52,0.0,45,76,0.0,0.0,55,7/21/99,0.0,Default Stride Loose,3490000,71,0.0,0.0,0.0,68,58,33,published,McDuffie,0.0,58,22,0.0,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,77,12,12,0.0,90,1046,14,13,Packers,120000,0.0,0.0,0.0,0.0,65,Isaiah McDuffie,62,0.0,45,0.0,24,10,29,73,0.0,0.0,6,0.0,0.0,0.0,0.0,29,88,0.0,0.0,39,84,227,0.0,24,Isaiah,0,0.0,0.0,21,MLB,0.0,0.0,0.0,0.0,85,45,0.0,78,17,0.0,0.0,50,68,0.0,0.0,0.0,48,week-12,0.0,45,68,74,54,Right,0.0,45,66,35,0.0,0.0,0.0,9,0.0,MLB_RunStopper,0.0,45,0.0,0.0,0.0,20,75,22,21903
Concordia University-St. Paul,0.0,65,0.0,0.0,0.0,63,36,80,GarrettChris_21873,0.0,0.0,34,44,0.0,0.0,76,65,0.0,45,78,0.0,0.0,40,6/12/98,0.0,Default Stride Loose,3490000,40,0.0,0.0,0.0,45,66,25,published,Garrett,0.0,48,12,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,77,6,12,0.0,72,959,15,17,Rams,80000,0.0,0.0,0.0,0.0,64,Chris Garrett,62,0.0,45,0.0,21,10,22,37,0.0,0.0,6,0.0,0.0,0.0,0.0,21,86,0.0,0.0,35,90,241,0.0,14,Chris,0,0.0,0.0,6,LOLB,0.0,0.0,0.0,0.0,76,45,0.0,75,6,0.0,0.0,31,29,0.0,0.0,0.0,60,week-12,0.0,45,70,41,37,Right,0.0,45,74,38,0.0,0.0,0.0,6,0.0,OLB_SpeedRusher,0.0,45,0.0,0.0,0.0,24,74,23,21873
Oklahoma St.,0.0,63,0.0,0.0,0.0,68,24,32,RudolphMason_13088,0.0,0.0,40,42,0.0,0.0,77,10,0.0,17,31,0.0,0.0,16,7/17/95,0.0,Long Stride High and Tight,3920000,51,0.0,0.0,0.0,56,20,24,published,Rudolph,0.0,2,66,0.0,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,17,76,16,0.0,67,9044,20,78,Steelers,2330000,0.0,0.0,0.0,0.0,22,Mason Rudolph,62,0.0,10,0.0,84,14,20,65,0.0,0.0,77,0.0,0.0,0.0,0.0,19,83,0.0,0.0,20,91,235,0.0,15,Mason,3,0.0,0.0,82,QB,0.0,0.0,0.0,0.0,76,13,0.0,87,71,0.0,0.0,10,44,0.0,0.0,0.0,10,week-12,0.0,13,24,66,48,Right,0.0,14,68,10,0.0,0.0,0.0,78,0.0,QB_FieldGeneral,0.0,10,0.0,0.0,0.0,29,71,26,13088
Cal Poly SLO,0.0,69,0.0,0.0,0.0,73,25,73,DzubnarNick_2810,0.0,0.0,47,40,0.0,0.0,73,55,0.0,45,84,0.0,0.0,62,8/15/91,0.0,Default,990000,46,0.0,0.0,0.0,42,68,10,published,Dzubnar,0.0,49,12,0.0,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,68,6,19,0.0,89,7684,15,16,Titans,0,0.0,0.0,0.0,0.0,56,Nick Dzubnar,62,0.0,45,0.0,25,15,15,49,0.0,0.0,6,0.0,0.0,0.0,0.0,6,81,0.0,0.0,24,87,240,0.0,5,Nick,6,0.0,0.0,6,MLB,0.0,0.0,0.0,0.0,81,45,0.0,89,6,0.0,0.0,47,45,0.0,0.0,0.0,53,week-12,0.0,45,75,45,20,Right,0.0,45,69,33,0.0,0.0,0.0,6,0.0,MLB_FieldGeneral,0.0,45,0.0,0.0,0.0,30,74,30,2810
Indiana St.,0.0,51,0.0,0.0,0.0,77,44,80,GriffithJonas_21986,0.0,0.0,59,43,0.0,0.0,76,49,0.0,45,79,0.0,0.0,57,1/27/97,0.0,Long Stride Loose,660000,32,0.0,0.0,0.0,49,50,15,published,Griffith,0.0,50,12,0.0,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,81,6,14,0.0,79,0,20,10,Broncos,0,0.0,0.0,0.0,0.0,74,Jonas Griffith,61,0.0,45,0.0,18,10,22,51,0.0,0.0,6,0.0,0.0,0.0,0.0,5,82,0.0,0.0,48,88,250,0.0,5,Jonas,1,0.0,0.0,6,MLB,0.0,0.0,0.0,0.0,81,45,0.0,80,6,0.0,0.0,49,39,0.0,0.0,0.0,54,week-12,0.0,45,79,53,41,Right,0.0,45,65,39,0.0,0.0,0.0,6,0.0,MLB_RunStopper,0.0,45,0.0,0.0,0.0,4,78,24,21986
Michigan,0.0,73,0.0,0.0,0.0,62,10,30,HenneChad_28328,0.0,0.0,30,25,0.0,0.0,75,10,0.0,15,29,0.0,0.0,20,7/2/85,0.0,Default,1750000,21,0.0,0.0,0.0,40,15,10,published,Henne,0.0,4,57,0.0,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,12,75,24,0.0,77,1473,25,74,Chiefs,1510000,0.0,0.0,0.0,0.0,25,Chad Henne,61,0.0,15,0.0,81,10,20,54,0.0,0.0,73,0.0,0.0,0.0,0.0,10,74,0.0,0.0,12,88,222,0.0,10,Chad,13,0.0,0.0,82,QB,0.0,0.0,0.0,0.0,68,30,0.0,84,65,0.0,0.0,15,30,0.0,0.0,0.0,10,week-12,0.0,25,30,69,24,Right,0.0,15,62,10,0.0,0.0,0.0,72,0.0,QB_FieldGeneral,0.0,20,0.0,0.0,0.0,9,61,36,28328
Ohio State,0.0,55,0.0,0.0,0.0,82,14,77,CornellJashon_24427,0.0,0.0,26,10,0.0,0.0,75,59,0.0,45,75,0.0,0.0,25,12/30/96,0.0,Long Stride Loose,3300000,21,0.0,0.0,0.0,10,52,13,published,Cornell,0.0,96,12,0.0,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,78,6,17,0.0,68,1412,17,12,Lions,80000,0.0,0.0,0.0,0.0,64,Jashon Cornell,61,0.0,45,0.0,23,9,28,16,0.0,0.0,6,0.0,0.0,0.0,0.0,3,82,0.0,0.0,16,88,287,0.0,3,Jashon,1,0.0,0.0,6,LE,0.0,0.0,0.0,0.0,75,46,0.0,86,6,0.0,0.0,18,22,0.0,0.0,0.0,66,week-12,0.0,44,79,42,10,Right,0.0,44,62,13,0.0,0.0,0.0,6,0.0,DE_PowerRusher,0.0,45,0.0,0.0,0.0,19,65,24,24427
Iowa,0.0,63,0.0,0.0,0.0,83,14,71,HeflinJack_21875,0.0,0.0,25,17,0.0,0.0,76,52,0.0,48,74,0.0,0.0,24,3/8/98,0.0,Default Stride Awkward,2420000,29,0.0,0.0,0.0,17,62,13,published,Heflin,0.0,90,12,0.0,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,76,6,14,0.0,75,754,17,12,Packers,0,0.0,0.0,0.0,0.0,75,Jack Heflin,61,0.0,46,0.0,15,9,29,24,0.0,0.0,6,0.0,0.0,0.0,0.0,6,76,0.0,0.0,21,90,306,0.0,3,Jack,0,0.0,0.0,6,RE,0.0,0.0,0.0,0.0,61,48,0.0,81,6,0.0,0.0,18,25,0.0,0.0,0.0,64,week-12,0.0,46,80,34,13,Right,0.0,46,60,13,0.0,0.0,0.0,6,0.0,DE_RunStopper,0.0,48,0.0,0.0,0.0,20,65,23,21875
TCU,0.0,58,0.0,0.0,0.0,65,51,74,ScottVernon_24433,0.0,0.0,63,63,0.0,0.0,74,48,0.0,35,65,0.0,0.0,63,9/11/97,0.0,Default Stride Loose,3300000,40,0.0,0.0,0.0,70,56,20,published,Scott,0.0,36,10,0.0,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,76,6,21,0.0,88,1517,21,20,Packers,80000,0.0,0.0,0.0,0.0,53,Vernon Scott,61,0.0,35,0.0,22,40,19,59,0.0,0.0,6,0.0,0.0,0.0,0.0,10,89,0.0,0.0,60,86,202,0.0,10,Vernon,1,0.0,0.0,6,SS,0.0,0.0,0.0,0.0,88,35,0.0,84,6,0.0,0.0,59,55,0.0,0.0,0.0,42,week-12,0.0,35,53,57,42,Right,0.0,35,83,62,0.0,0.0,0.0,6,0.0,S_Zone,0.0,35,0.0,0.0,0.0,20,82,23,24433
Missouri,0.0,70,0.0,0.0,0.0,81,10,16,BoromLarry_21545,0.0,0.0,24,10,0.0,0.0,77,10,0.0,66,28,0.0,0.0,15,3/30/99,0.0,Default Stride Awkward,3490000,26,0.0,0.0,0.0,10,10,10,published,Borom,0.0,75,12,0.0,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,31,6,12,0.0,81,752,21,14,Bears,320000,0.0,0.0,0.0,0.0,28,Larry Borom,61,0.0,59,0.0,25,10,69,10,0.0,0.0,6,0.0,0.0,0.0,0.0,5,76,0.0,0.0,12,91,332,0.0,5,Larry,0,0.0,0.0,6,LT,0.0,0.0,0.0,0.0,66,70,0.0,86,6,0.0,0.0,12,25,0.0,0.0,0.0,10,week-12,0.0,66,80,26,5,Right,0.0,62,37,10,0.0,0.0,0.0,6,0.0,OT_Power,0.0,63,0.0,0.0,0.0,1,51,22,21545
East Carolina,0.0,58,0.0,0.0,0.0,84,15,33,SmithDAnte_21542,0.0,0.0,33,10,0.0,0.0,77,10,0.0,65,35,0.0,0.0,13,6/9/98,0.0,Default Stride Awkward,3490000,25,0.0,0.0,0.0,10,13,15,published,Smith,0.0,70,12,0.0,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,26,6,10,0.0,85,789,14,16,Bengals,480000,0.0,0.0,0.0,0.0,29,D'Ante Smith,61,0.0,71,0.0,21,10,83,10,0.0,0.0,6,0.0,0.0,0.0,0.0,5,77,0.0,0.0,15,83,320,0.0,5,D'Ante,0,0.0,0.0,6,LG,0.0,0.0,0.0,0.0,61,68,0.0,84,6,0.0,0.0,12,10,0.0,0.0,0.0,10,week-12,0.0,62,86,35,5,Right,0.0,67,46,10,0.0,0.0,0.0,6,0.0,G_Agile,0.0,62,0.0,0.0,0.0,2,55,23,21542
Northwestern,0.0,72,0.0,0.0,0.0,85,31,32,HanceBlake_21479,0.0,0.0,43,16,0.0,0.0,78,24,0.0,67,43,0.0,0.0,15,1/11/96,0.0,Long Stride Awkward,660000,32,0.0,0.0,0.0,30,39,29,published,Hance,0.0,62,12,0.0,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,31,6,21,0.0,78,1440,22,10,Browns,0,0.0,0.0,0.0,0.0,41,Blake Hance,61,0.0,64,0.0,30,10,83,21,0.0,0.0,6,0.0,0.0,0.0,0.0,23,76,0.0,0.0,33,85,310,0.0,20,Blake,1,0.0,0.0,6,RT,0.0,0.0,0.0,0.0,63,65,0.0,82,6,0.0,0.0,13,28,0.0,0.0,0.0,30,week-12,0.0,62,81,41,19,Right,0.0,63,53,10,0.0,0.0,0.0,6,0.0,OT_Agile,0.0,68,0.0,0.0,0.0,5,63,25,21479
Yale,0.0,58,0.0,0.0,0.0,70,76,40,GrahamJaeden_13901,0.0,0.0,76,67,0.0,0.0,76,10,0.0,56,40,0.0,0.0,13,10/10/95,0.0,Long Stride Loose,850000,67,0.0,0.0,0.0,72,15,60,published,Graham,0.0,87,18,0.0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,0.0,25,10,16,0.0,78,302,18,10,Falcons,0,0.0,0.0,0.0,0.0,42,Jaeden Graham,61,0.0,51,0.0,33,10,52,70,0.0,0.0,6,0.0,0.0,0.0,0.0,56,89,0.0,0.0,77,82,250,0.0,51,Jaeden,3,0.0,0.0,15,TE,0.0,0.0,0.0,0.0,81,50,0.0,85,10,0.0,0.0,15,64,0.0,0.0,0.0,10,week-12,0.0,56,68,67,65,Right,0.0,56,67,25,0.0,0.0,0.0,6,0.0,TE_VerticalThreat,0.0,54,0.0,0.0,0.0,14,73,25,13901
Duke,0.0,53,0.0,0.0,0.0,55,55,68,GilbertMark_21449,0.0,0.0,67,65,0.0,0.0,72,35,0.0,25,51,0.0,0.0,60,6/1/97,0.0,Default Stride Loose,580000,33,0.0,0.0,0.0,70,52,20,published,Gilbert,0.0,40,10,0.0,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,46,6,13,0.0,85,0,18,10,Lions,0,0.0,0.0,0.0,0.0,42,Mark Gilbert,61,0.0,35,0.0,26,55,18,61,0.0,0.0,6,0.0,0.0,0.0,0.0,14,93,0.0,0.0,66,82,186,0.0,10,Mark,0,0.0,0.0,6,CB,0.0,0.0,0.0,0.0,90,35,0.0,77,6,0.0,0.0,65,37,0.0,0.0,0.0,27,week-12,0.0,35,43,57,50,Right,0.0,25,81,62,0.0,0.0,0.0,6,0.0,CB_MantoMan,0.0,35,0.0,0.0,0.0,19,80,24,21449
Michigan St.,0.0,69,0.0,0.0,0.0,57,15,12,HoyerBrian_20162,0.0,0.0,25,51,0.0,0.0,74,10,0.0,18,19,0.0,0.0,19,10/13/85,0.0,Default,850000,22,0.0,0.0,0.0,61,25,15,published,Hoyer,0.0,5,45,0.0,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,12,76,18,0.0,65,1552,15,75,Patriots,0,0.0,0.0,0.0,0.0,19,Brian Hoyer,61,0.0,12,0.0,81,10,10,64,0.0,0.0,78,0.0,0.0,0.0,0.0,14,73,0.0,0.0,15,84,215,0.0,12,Brian,12,0.0,0.0,83,QB,0.0,0.0,0.0,0.0,66,18,0.0,70,69,0.0,0.0,13,20,0.0,0.0,0.0,10,week-12,0.0,12,35,60,27,Right,0.0,12,66,10,0.0,0.0,0.0,71,0.0,QB_FieldGeneral,0.0,18,0.0,0.0,0.0,22,65,35,20162
